Ken Dorsey,7,20
Champ Bailey,3,20
Brodie Croyle,5,20
Anthony Armstrong,2,19
James Bostic,5,19
Kevin Kasper,3,19
David Gettis,1,19
Ronnie Cruz,4,19
Courtney Roby,3,19
Solomon Patton,1,19
Bobby Engram,5,19
Braylon Edwards,3,19
B.J. Sams,4,19
Nate Potter,4,19
Shawn Jefferson,3,19
Eric Page,1,19
Josh Harris,8,19
Phil Dawson,2,18
Bill Schroeder,2,18
Jordan Reed,1,18
Nate Eachus,4,18
Kwamie Lassiter,2,18
Armond Smith,5,18
Brandon Manumaleuna,5,18
Kurt Kittner,4,18
Steve Bono,3,18
Daniel Kilgore,8,18
Drew Carter,2,18
Keith Tandy,1,18
Rashied Davis,1,17
James Casey,2,17
Legedu Naanee,3,17
Craig Nall,2,17
Rod Streater,2,17
Daryl Johnston,5,17
Javier Arenas,3,17
Jarious Jackson,4,17
Robert Hughes,5,17
Mike Pritchard,1,17
Allen Rossum,2,17
Charles Rogers,2,17
Jimmy Garoppolo,3,17
Chris Gronkowski,4,17
Donte Moncrief,3,17
Eddie Watson,4,17
Craig Heyward,5,16
Robert Woods,2,16
Dwayne Harris,3,16
Vinny Sutherland,1,16
Kevin Boss,1,16
Jason Davis,6,16
Charles Clay,4,16
Dwayne Bowe,2,16
Otis Smith,1,16
Rodney C. Williams,2,16
Jarrod Baxter,6,16
David Givens,3,16
Shane Lechler,2,16
Brit Miller,3,15
Tommy Barnhardt,2,15
James Develin,5,15
Billy Davis,4,15
Eddie Johnson,1,15
Jermaine Kearse,2,15
Craig Yeast,1,15
Drew Bennett,2,15
David Clowney,2,15
Skye Dawson,2,15
Ryan Pickett,5,15
Travis Brown,2,15
Early Doucet,4,14
Aeneas Williams,1,14
Jeff Demps,1,14
Tony Gonzalez,2,14
Craig Hentrich,3,14
Craig Davis,3,14
Albert Connell,2,14
Keith Poole,1,14
Anthony Sherman,5,14
Preston Parker,2,14
Brock Bolen,2,14
Dan Marino,3,14
Charles Lee,2,14
Kenny Britt,2,14
Doug Baldwin,3,14
Ryan Neufeld,1,14
Gilbert Harris,5,13
Allen Bradford,5,13
Randal Williams,1,13
Dietrich Jells,1,13
Julian Peterson,1,13
Sean Morey,1,13
Dane Looker,1,13
Chris Thompson,2,13
Kris Wilson,3,13
Ron Dixon,2,13
Dexter Jackson,1,13
Kareem Huggins,3,13
Chauncey Washington,3,13
Joe Adams,3,13
Bo Scaife,1,13
Richie Brockel,4,13
David Allen,3,13
Quentin McCord,4,13
Lee Johnson,1,13
Luke Lawton,4,13
Andre Rison,2,12
Roy E. Williams,3,12
Doug Gabriel,3,12
Chris Horn,1,12
Jeff Ogden,1,12
Devale Ellis,1,12
Warrick Holdman,1,12
Clyde Gates,1,12
Kay-Jay Harris,2,12
Martavis Bryant,2,12
Michael Crabtree,2,12
Manase Tonga,1,12
Jon Ryan,2,12
Ricky Wagner,4,12
Dez Bryant,3,12
Jonathan Smith,3,12
Ed Reed,1,12
Kevin Dyson,3,12
Zach Miller,3,12
Eugene Wilson,1,12
Armanti Edwards,2,12
O.J. McDuffie,3,11
Willie J. Williams,1,11
Dwayne Jarrett,1,11
Ronney Jenkins,5,11
Nick Davis,1,11
Connor Shaw,4,11
Mikhael Ricks,2,11
Ronald Moore,3,11
Kyle Larson,1,11
LaVar Arrington,2,11
Javarris Williams,4,11
Darian Barnes,3,11
Ben Watson,1,11
Bert Emanuel,1,11
Spencer Ware,3,10
Jamar Martin,4,10
Bryan Johnson,3,10
Trey Burton,4,10
Donte' Stallworth,2,10
Jordan Babineaux,1,10
Kenny Stills,3,10
Keylon Kincade,2,10
Adrian Madise,1,10
Kris Brown,2,10
Donnie Jones,1,9
Javin Hunter,1,9
Derrick Mason,2,9
Carlton Mitchell,1,9
Marqise Lee,2,9
Jason Hill,1,9
Hakeem Nicks,1,9
Darnerien McCants,1,9
Sultan McCullough,1,9
John Holecek,1,9
Antrel Rolle,1,9
Deon Grant,1,9
Cierre Wood,3,9
Richard Bartel,1,9
Reggie Wayne,2,9
Earl Bennett,2,9
Marcus Washington,1,9
Sidney Rice,3,9
Vick King,4,9
Tony Horne,1,9
James Farrior,1,9
Johnny Rutledge,1,9
Ryan Lindley,2,9
Ernie Mills,2,9
Fred Strickland,1,9
Jon Bradley,4,9
Ray Graham,3,9
Marcus Robinson,1,9
Kelvin Kight,1,8
Tim Seder,1,8
John Friesz,1,8
Marquis Weeks,3,8
Tom Tupa,2,8
Reggie McNeal,1,8
Keenan Burton,2,8
Sammy Watkins,2,8
Matt Lytle,2,8
Sammy Knight,2,8
Saalim Hakim,1,8
Chris Cole,1,8
Derrick Ross,3,8
Tony Scheffler,2,8
Wayne Chrebet,1,8
Randy McMichael,1,8
Jason Simmons,2,8
Jermaine Williams,2,8
Shiloh Keo,1,8
Larry Bowie,4,8
Karl Williams,3,8
Owen Marecic,4,8
Kenyon Cotton,2,8
Larry Parker,2,8
Pacman Jones,2,8
Jon McGraw,2,8
Jessie Armstead,1,8
Zach Mettenberger,1,8
Cory Sauter,2,8
Drew Henson,1,7
Bruce Smith,1,7
Macey Brooks,1,7
Jeff Wilkins,1,7
Marcellus Wiley,1,7
Will Johnson,2,7
Terrance Williams,2,7
Jerheme Urban,1,7
Lance Moore,1,7
Kenbrell Thompkins,1,7
D.J. Williams,2,7
Samie Parker,2,7
David Gilreath,1,7
Derek Ross,1,7
Kellen Winslow Jr.,1,7
Derek Smith,2,7
Scottie Vines,1,7
Henry Lusk,1,7
Detron Smith,1,7
Trindon Holliday,1,7
Reggie Tongue,1,7
Brant Boyer,1,7
Andre' Davis,1,7
Michael Bishop,4,7
Marques Colston,2,7
Brock Olivo,2,7
Josh Huff,1,7
Niles Paul,1,7
Tim Terry,1,7
Frank Reich,2,7
Kiko Alonso,1,7
Dustin Keller,1,7
Michael Blair,3,7
Jerome Pathon,2,7
Kenjon Barner,5,7
Keary Colbert,1,6
Steve Johnson,1,6
A.J. Jenkins,2,6
Matt Lawrence,2,6
Matthew Hatchette,1,6
Greg Camarillo,1,6
Kelley Washington,2,6
Steve Broussard,3,6
Ronald Curry,3,6
Demaryius Thomas,2,6
Todd Doxzon,2,6
Deon Butler,2,6
Matt Slater,1,6
Keith Ellison,1,6
Bryan Barker,1,6
Keith Null,3,6
Joey Goodspeed,3,6
M.D. Jennings,1,6
Tim Masthay,1,6
J.J. Stokes,1,6
Justin Green,3,6
Jamize Olawale,2,6
Jonas Lewis,1,6
Ken Walter,1,6
Heath Miller,1,6
Victor Hobson,1,6
Edell Shepherd,1,6
George Wilson,1,6
Donald Jones,3,5
Tyrone Calico,1,5
Mike Furrey,3,5
Jay Feely,1,5
Jeff Webb,1,5
Alex Haynes,2,5
Ahmad Merritt,1,5
A.J. Schable,1,5
Kory Sheets,1,5
Nate Webster,1,5
Todd Pinkston,1,5
Paul Justin,2,5
Quincy Wilson,1,5
Brian Urlacher,1,5
Jeremy Horne,1,5
Mike Cox,3,5
Lee Woodall,1,5
Kealoha Pilares,1,5
Dwayne Allen,2,5
Quinn Johnson,3,5
Dan Klecko,1,5
Garry Gilliam,1,5
Jordan Senn,1,5
Reagan Mauia,2,5
Erik Lorig,2,5
Leonard Hankerson,2,5
Sam Adams,1,5
Ernie Logan,2,5
Barron Wortham,1,5
Derek Stanley,1,5
Brandon Fields,1,4
Edmond Gates,1,4
Darren Sharper,1,4
Omar Easy,1,4
Kassim Osgood,1,4
Earl Holmes,1,4
Ken Simonton,2,4
Patrick Surtain,1,4
Pat Tillman,1,4
Gary Downs,1,4
Keith Lyle,1,4
Levon Kirkland,1,4
Qadry Ismail,1,4
Sheldon Richardson,4,4
Derrick Williams,1,4
Michael McCrary,1,4
Robert Tate,1,4
Jamie Henderson,1,4
Marc Mariani,1,4
Aundrae Allison,2,4
Rae Carruth,1,4
Nate Jacquet,1,4
Nick Toon,1,4
Keith Hamilton,1,4
Ronnie Wingo,1,4
Jarrad Page,1,4
Brian Russell,1,4
Alonzo Spellman,1,4
Ace Sanders,1,4
Cris Carter,1,4
Sinorice Moss,1,4
Jared Lorenzen,2,4
Willie Ponder,1,4
Greg Jackson,1,4
Derrick Coleman,1,4
Zak Keasey,2,4
Michael Jenkins,2,4
Chike Okeafor,1,4
Chad Eaton,1,4
Terence Newman,1,4
Jarvis Landry,1,4
Jordan Palmer,1,4
Ryan Mallett,2,4
Frisman Jackson,1,4
Scott Zolak,1,4
Herbert Goodman,2,4
Brian St. Pierre,2,4
Carl Pickens,1,4
Tyrone Robertson,1,3
Ike Reese,1,3
Marty Moore,1,3
Kevin Hardy,1,3
Seth Payne,1,3
Darren Hambrick,1,3
Nehemiah Broughton,1,3
Torrance Small,2,3
Darrin Chiaverini,1,3
Troy Wilson,1,3
Brandon Noble,1,3
Mike Williams,1,3
Pierson Prioleau,1,3
James Jett,1,3
Dimitrius Underwood,1,3
Micheal Spurlock,1,3
Chris Barclay,1,3
Mo Lewis,1,3
Virgil Green,1,3
Corey Lynch,1,3
Deon Anderson,1,3
Chris Clemons,1,3
Jimmy Graham,1,3
Victor Cruz,1,3
Rishard Matthews,1,3
Sean Considine,1,3
Sam Martin,1,3
Craig Dahl,1,3
Mao Tosi,1,3
John Carney,1,3
Naaman Roosevelt,1,3
Shane Burton,1,3
Adam Snyder,2,3
Chris Cooley,1,3
Rohan Davey,1,3
Will Tukuafu,1,2
Elijah Williams,1,2
Dave Brown,1,2
Chad Dukes,1,2
Jimmy Smith,1,2
Glenn Holt,2,2
Rob Gronkowski,1,2
Jason Elam,1,2
Bear Pascoe,1,2
Marques Hagans,1,2
Jehuu Caulcrick,1,2
Derek Carrier,1,2
Mike Adams,1,2
Garrett Reynolds,1,2
Peppi Zellner,1,2
Joe Germaine,1,2
Jason Avant,2,2
Ricardo Lockette,1,2
Tamarick Vanover,1,2
Rashaan Salaam,1,2
Tress Way,1,2
Tim Wright,1,2
Danny McCray,1,2
Madison Hedgecock,1,2
Shaun Williams,1,2
Jerome Simpson,1,2
Ray Agnew,1,2
Anthony Lynn,2,2
Sammie Stroughter,1,2
La'Roi Glover,1,2
Dante Brown,1,2
Marlion Jackson,1,2
Robert Brooks,1,2
Johnny Knox,1,2
Michael Floyd,1,2
Steve DeBerg,1,2
Dat Nguyen,1,2
John Brown,1,2
Brett Basanez,1,2
Jason Ferguson,1,2
Eddie Williams,2,2
Karl Hankton,1,2
Mike Wells,1,2
Mike Kafka,1,2
Bryant Johnson,2,2
Austin Collie,1,2
Bertrand Berry,1,2
Aubrayo Franklin,1,2
Tom Savage,1,1
Dezmon Briscoe,1,1
Eric Decker,1,1
Scott Frost,1,1
Shaun Smith,1,1
Frank Wycheck,1,1
Dennis McKinley,1,1
Tiquan Underwood,1,1
Joe Mays,1,1
Derrick Frost,1,1
Darren Howard,1,1
Antonio Cromartie,1,1
Alvin Bailey,1,1
Will Ta'ufo'ou,1,1
Devin Moore,1,1
Skyler Green,1,1
James Brewer,1,1
James Hasty,1,1
Bobby Shaw,1,1
Trevor Pryce,1,1
Johnnie Harris,1,1
Rob Housler,1,1
Cameron Morrah,1,1
Antonio Cochran,1,1
Gaines Adams,1,1
Ebenezer Ekuban,1,1
Rokevious Watkins,1,1
Simeon Rice,1,1
Chris Greisen,1,1
Brian Cushing,1,1
Kenyon Coleman,1,1
Sam Cowart,1,1
Jordan Norwood,1,1
Fred Davis,1,1
Jamie Sharper,1,1
B.J. Raji,1,1
Marvin Powell,1,1
