middle,264414,0.40830797367592606473
,30583,0.22182320441988950276
right tackle,121720,0.39462191809084969568
left end,144195,0.43933287004864489229
left tackle,126035,0.40281046420409973055
left guard,91871,0.40560707353892602976
right end,120354,0.42552353960006298221
right guard,97345,0.40649574049803407602
